RouteNumber,Stop,latitude,longitude,StopNumber
151,Spencer Place Docklands,53.34737589,-6.236358729,2501
151,Br an Phoirt Thoir East Wall,53.3469141,-6.229453442,7623
151,East Wall Road East Wall,53.35286415,-6.225811767,2508
151,East Road East Wall,53.35437104,-6.229864993,2278
155,Bray Station Bray,53.20443169,-6.101017731,4168
155,Methodist Church Bray,53.20348376,-6.106973024,4170
155,Cornerstone Church Bray,53.20489066,-6.109530871,4153
155,St Cronan's Road Bray,53.20663411,-6.112343631,4154
155,Roseville Court Bray,53.20834391,-6.114738787,4416
155,Old Connaught Ave Bray,53.21112535,-6.117835795,4201
155,Woodbrook College D? Laoghaire-Rathdown,53.21600034,-6.119748467,4202
155,St James's Church D? Laoghaire-Rathdown,53.2197606,-6.120512303,4203
155,Shanganagh Cemetery D? Laoghaire-Rathdown,53.22170378,-6.121760119,5090
155,Shanganagh Castle D? Laoghaire-Rathdown,53.22332406,-6.123621238,4204
155,Crinken Lane Shankill,53.22453943,-6.124886115,4205
155,Claremount Shankill,53.2275029,-6.124711666,4206
155,Stonebridge Close Shankill,53.22976012,-6.124208624,3140
155,Station Road Shankill,53.23455657,-6.125137406,3141
155,Kentfield Shankill,53.23806543,-6.127635887,3142
155,Hospital Loughlinstown,53.24269047,-6.130820326,3143
155,Cherrywood Road Loughlinstown,53.24569049,-6.135275066,3144
155,Willow Court Carrickmines,53.24792099,-6.138235077,3145
155,St Laurence College Ballybrack,53.25084385,-6.141794955,3146
155,Kilbogget Grove Ballybrack,53.25526988,-6.145500006,3147
155,Shrewsbury Lawn Carrickmines,53.25873662,-6.146474166,3148
155,Cabinteely Bypass Cabinteely,53.26201558,-6.150409953,5127
155,Clonkeen Road Cabinteely,53.26552672,-6.157739334,5128
155,Old Bray Road Cornelscourt,53.27076359,-6.167439893,2996
155,Westminister Grove Foxrock,53.27254113,-6.171982059,3258
155,Foxrock Church Foxrock,53.27395494,-6.175085719,2060
155,Knocksinna Foxrock,53.27575862,-6.180182222,2061
155,Newtownpark Avenue Galloping Green,53.2790241,-6.186851891,2062
155,Galloping Green Galloping Green,53.28029401,-6.189977581,2063
155,Brewery Road Stillorgan,53.28272561,-6.193849195,2064
155,Merville Road Stillorgan,53.28479919,-6.194856564,2065
155,Laurence Park Stillorgan,53.29081173,-6.197783278,4727
155,Oatlands College Stillorgan,53.29333791,-6.20198225,4728
155,Stillorgan Pk Hotel Mount Merrion,53.29479948,-6.203541129,461
155,Greenfield Road Mount Merrion,53.29809574,-6.204572977,2068
155,Booterstown Avenue Mount Merrion,53.29977467,-6.205642926,2069
155,St Thomas Road Booterstown,53.30306605,-6.208145754,2070
155,Seafield Road Belfield,53.30552672,-6.211598952,2084
155,UCD Belfield Belfield,53.30941818,-6.218774867,768
155,Belfield Court Donnybrook,53.31190107,-6.221327876,769
155,RTE Donnybrook,53.31463621,-6.225731767,770
155,Teresian School Donnybrook,53.31588009,-6.227781489,771
155,Donnybrook Garage Donnybrook,53.3184853,-6.231321078,772
155,Donnybrook Road Donnybrook,53.31991634,-6.233273326,773
155,Garda Station Donnybrook,53.32161212,-6.235500055,774
155,Donnybrook Village Donnybrook,53.32348974,-6.239085406,775
155,Morehampton Terrace Donnybrook,53.32547926,-6.241735779,776
155,Royal Hospital Donnybrook,53.32697214,-6.24362608,777
155,Leeson Street Upr Ranelagh,53.32881078,-6.247634306,906
155,Dartmouth Road Ranelagh,53.32971938,-6.250750127,907
155,Grand Parade Dublin City South,53.33115426,-6.252372973,908
155,Fitzwilliam Place Dublin City South,53.3331477,-6.254078391,909
155,Embassy of Malta Dublin City South,53.33518204,-6.256098003,786
155,Dawson Street Dublin City South,53.340449,-6.258585838,792
155,Westmoreland Street Dublin City South,53.34627445,-6.259279547,319
155,O'Connell St Upper Dublin,53.35134358,-6.261115937,281
155,Parnell Square West Rotunda,53.35274932,-6.264453878,6
155,Western Way Phibsborough,53.35504067,-6.269979262,194
155,Broadstone Phibsborough,53.35501178,-6.273570967,195
155,Fire Station Phibsborough,53.35688387,-6.273750749,196
155,Monck Place Phibsborough,53.3589526,-6.273231323,197
155,Phibsborough SC Phibsborough,53.3616254,-6.272837845,198
155,Munster Street Phibsborough,53.36362182,-6.27229118,199
155,Prospect Way Glasnevin,53.36742272,-6.271596408,200
155,Botanic Road Glasnevin,53.36829115,-6.270118575,201
155,Mobhi Road Glasnevin,53.3706702,-6.268068478,148
155,Tolka Bridge Glasnevin,53.37313863,-6.265984453,149
155,Na Fianna GAA Club Glasnevin,53.37565882,-6.264995229,150
155,Ballymun Road Glasnevin,53.37943894,-6.266585288,27
155,Hampstead Avenue Glasnevin,53.38157864,-6.266002339,28
155,Albert College Park Whitehall,53.38348823,-6.265669114,29
155,DCU Whitehall,53.38496651,-6.265338358,4680
155,Albert College Ct Wadelai,53.38638551,-6.265265623,90
155,Ballymun Road NS Wadelai,53.38842787,-6.265408142,91
155,Ballymun Library Ballymun,53.38983735,-6.264674241,92
155,Gateway Avenue Ballymun,53.39230149,-6.264153034,93
155,Civic Centre Ballymun,53.39603479,-6.26437695,94
155,Nursing Home Ballymun,53.39909545,-6.264086916,126
155,Santry Cross Ballymun,53.40225079,-6.265357148,6182
155,Gulliver's Retail Ballymun,53.40425502,-6.265350821,322
155,St Margaret's Road Ballymun,53.40591131,-6.269239164,7274
155,DCC Depot Ballymun,53.406228,-6.273539974,8240
155,IKEA Ballymun,53.40637878,-6.276078929,7697
15A,Greenhills College Greenhills,53.3071132,-6.334178138,1105
15A,Limekiln Road Greenhills,53.30443252,-6.332091873,1107
15A,St Peter's School Greenhills,53.30451901,-6.328637314,1108
15A,Mountdown Park Greenhills,53.30445187,-6.32577393,1109
15A,Wellington Lane Greenhills,53.30473087,-6.323242184,1110
15A,Limekiln Drive Greenhills,53.30528144,-6.322125123,1111
15A,Whitehall Road Perrystown,53.30765872,-6.31861047,1112
15A,Glendale Park Manor Grove,53.30902318,-6.315300419,1113
15A,Priory Walk Manor Grove,53.31034372,-6.310806207,1114
15A,Whitehall Gardens Manor Grove,53.31159843,-6.307379949,1115
15A,Brookfield Kimmage,53.3126888,-6.302519212,2437
15A,Terenure Road West Terenure,53.31189065,-6.298228743,1117
15A,Hazelbrook Road Kimmage,53.31136698,-6.294917754,1118
15A,Parkmore Drive Terenure,53.31093568,-6.292413737,1119
15A,Terenure Garda Stn Terenure,53.31019813,-6.287986106,1120
15A,Terenure Road East Terenure,53.31041164,-6.281584399,1164
15A,Brighton Road Rathgar,53.31171247,-6.276429433,1165
15A,Winton Avenue Rathgar,53.31389049,-6.272904713,1166
15A,Garville Avenue Rathgar,53.3159449,-6.271396015,1167
15A,Spire View Lane Rathmines,53.31792914,-6.270009814,1168
15A,Rathmines Park Rathmines,53.32005626,-6.268557791,1169
15A,Rathmines Garda Stn Rathmines,53.32168955,-6.266525199,1170
15A,Swan Centre Rathmines,53.32328526,-6.265619962,1069
15A,Rathmines Rathmines,53.3249802,-6.265356006,1070
15A,St Mary's College Rathmines,53.32729004,-6.264849936,1071
15A,Grove Park Rathmines,53.32889606,-6.264536521,4528
15A,South Richmond St Portobello,53.33102697,-6.264585173,1072
15A,Grantham Street Kelly's Corner,53.33383261,-6.265297002,7577
15A,Pleasants Street Dublin City South,53.33600954,-6.265418924,1353
15A,Aungier Street Dublin City South,53.33904813,-6.26607652,1354
15A,Fade Street Dublin City South,53.34246008,-6.264601423,7578
15A,Dame Street Temple Bar,53.34432199,-6.262227951,7582
15A,Townsend Street Dublin City South,53.34597499,-6.256017,340
15A,Prince's St South Dublin City South,53.34563195,-6.249768197,350
15A,Pearse Station Pearse Station,53.34288503,-6.249970997,2809
15A,Merrion Square West Merrion Square,53.34079501,-6.250897035,2810
15A,Merrion Sq South Merrion Square,53.33947247,-6.250816429,7387
15B,Dalriada Knocklyon,53.27113087,-6.326266675,6285
15B,Woodstown Knocklyon,53.27193661,-6.322201898,6286
15B,Stocking Wood Knocklyon,53.27345342,-6.31630964,6287
15B,Stocking Avenue Knocklyon,53.27294293,-6.312626247,6288
15B,Stocking Hill Knocklyon,53.27304717,-6.307928992,6342
15B,Airpark Avenue Knocklyon,53.27450673,-6.303747801,6298
15B,Prospect Estate Knocklyon,53.27643629,-6.302276817,6336
15B,Boden Park Ballyboden,53.27939121,-6.306553543,7069
15B,Templeroan Estate Ballyboden,53.28146414,-6.306951589,7443
15B,The Glen Ballyboden,53.28238652,-6.299131396,7444
15B,Ballyboden Road Ballyboden,53.28308909,-6.296718934,2941
15B,Hillside Park Ballyboden,53.28492913,-6.295280895,2942
15B,Ballyroan Road Rathfarnham,53.28836064,-6.298294116,7065
15B,Rosemount SC Rathfarnham,53.29024435,-6.298024198,7063
15B,Marian Crescent Rathfarnham,53.29436628,-6.297140226,1137
15B,Charleville Square Rathfarnham,53.29697453,-6.291605538,5131
15B,Owendore Avenue Rathfarnham,53.29794626,-6.28666077,5132
15B,Rathfarnham Road Rathfarnham,53.29851919,-6.284627425,1331
15B,Crannagh Road Rathfarnham,53.30075807,-6.284057605,1332
15B,Brookvale Road Rathfarnham,53.30310389,-6.284053588,1333
15B,Dodder Bridge Rathfarnham,53.30484804,-6.283458492,1334
15B,Bushy Park Road Terenure,53.30729714,-6.283135094,2985
15B,Meadowbank Terenure,53.30759807,-6.276580175,2986
15B,Zion Road Rathgar,53.30838069,-6.273517399,2988
15B,Orwell Mews Rathgar,53.31028894,-6.27371058,3001
15B,Washerwomans Lane Rathgar,53.31122136,-6.274168163,3002
15B,Winton Avenue Rathgar,53.31389049,-6.272904713,1166
15B,Garville Avenue Rathgar,53.3159449,-6.271396015,1167
15B,Spire View Lane Rathmines,53.31792914,-6.270009814,1168
15B,Rathmines Park Rathmines,53.32005626,-6.268557791,1169
15B,Rathmines Garda Stn Rathmines,53.32168955,-6.266525199,1170
15B,Swan Centre Rathmines,53.32328526,-6.265619962,1069
15B,Rathmines Rathmines,53.3249802,-6.265356006,1070
15B,St Mary's College Rathmines,53.32729004,-6.264849936,1071
15B,Grove Park Rathmines,53.32889606,-6.264536521,4528
15B,South Richmond St Portobello,53.33102697,-6.264585173,1072
15B,Grantham Street Kelly's Corner,53.33383261,-6.265297002,7577
15B,Pleasants Street Dublin City South,53.33600954,-6.265418924,1353
15B,Aungier Street Dublin City South,53.33904813,-6.26607652,1354
15B,Fade Street Dublin City South,53.34246008,-6.264601423,7578
15B,Dame Street Temple Bar,53.34432199,-6.262227951,7582
15B,Townsend Street Dublin City South,53.34597499,-6.256017,340
15B,Prince's St South Dublin City South,53.34563195,-6.249768197,350
15B,Pearse Station Pearse Station,53.34288503,-6.249970997,2809
15B,Merrion Square West Merrion Square,53.34079501,-6.250897035,2810
15B,Merrion Sq South Merrion Square,53.33947247,-6.250816429,7387
15D,Whitechurch Way Edmondstown,53.27783387,-6.288755035,7067
15D,Glenmore Park Edmondstown,53.27812021,-6.286164321,2956
15D,Whitechurch Road Ballyboden,53.2803041,-6.284277375,2965
15D,Pearse Brothers Pk Willbrook,53.28161855,-6.287554075,2983
15D,Moyville Lawns Ballyboden,53.28154373,-6.293615903,2984
15D,Ballyboden Road Ballyboden,53.28308909,-6.296718934,2941
15D,Hillside Park Ballyboden,53.28492913,-6.295280895,2942
15D,Ballyroan Road Rathfarnham,53.28836064,-6.298294116,7065
15D,Rosemount SC Rathfarnham,53.29024435,-6.298024198,7063
15D,Marian Crescent Rathfarnham,53.29436628,-6.297140226,1137
15D,Charleville Square Rathfarnham,53.29697453,-6.291605538,5131
15D,Owendore Avenue Rathfarnham,53.29794626,-6.28666077,5132
15D,Rathfarnham Road Rathfarnham,53.29851919,-6.284627425,1331
15D,Crannagh Road Rathfarnham,53.30075807,-6.284057605,1332
15D,Brookvale Road Rathfarnham,53.30310389,-6.284053588,1333
15D,Dodder Bridge Rathfarnham,53.30484804,-6.283458492,1334
15D,Bushy Park Road Terenure,53.30729714,-6.283135094,2985
15D,Meadowbank Terenure,53.30759807,-6.276580175,2986
15D,Zion Road Rathgar,53.30838069,-6.273517399,2988
15D,Orwell Mews Rathgar,53.31028894,-6.27371058,3001
15D,Washerwomans Lane Rathgar,53.31122136,-6.274168163,3002
15D,Winton Avenue Rathgar,53.31389049,-6.272904713,1166
15D,Garville Avenue Rathgar,53.3159449,-6.271396015,1167
15D,Spire View Lane Rathmines,53.31792914,-6.270009814,1168
15D,Rathmines Park Rathmines,53.32005626,-6.268557791,1169
15D,Rathmines Garda Stn Rathmines,53.32168955,-6.266525199,1170
15D,Swan Centre Rathmines,53.32328526,-6.265619962,1069
15D,Rathmines Rathmines,53.3249802,-6.265356006,1070
15D,St Mary's College Rathmines,53.32729004,-6.264849936,1071
15D,Grove Park Rathmines,53.32889606,-6.264536521,4528
15D,South Richmond St Portobello,53.33102697,-6.264585173,1072
15D,Grantham Street Kelly's Corner,53.33383261,-6.265297002,7577
15D,Pleasants Street Dublin City South,53.33600954,-6.265418924,1353
15D,Aungier Street Dublin City South,53.33904813,-6.26607652,1354
15D,Fade Street Dublin City South,53.34246008,-6.264601423,7578
15D,Dame Street Temple Bar,53.34432199,-6.262227951,7582
15D,Townsend Street Dublin City South,53.34597499,-6.256017,340
15D,Prince's St South Dublin City South,53.34563195,-6.249768197,350
15D,Pearse Station Pearse Station,53.34288503,-6.249970997,2809
15D,Merrion Square West Merrion Square,53.34079501,-6.250897035,2810
15D,Merrion Sq South Merrion Square,53.33947247,-6.250816429,7387
27A,O'Tooles GAA Edenmore,53.39658741,-6.181947476,1791
27A,Millbrook Road Edenmore,53.39352479,-6.178559404,1792
27A,Milbrook Grove Edenmore,53.39168429,-6.17869816,1793
27A,Limewood Edenmore,53.39079497,-6.182855951,962
27A,Glenwood Road Edenmore,53.38902255,-6.183923847,635
27A,Glenfarne Road Edenmore,53.38885863,-6.18674241,636
27A,Springdale Road Edenmore,53.38779182,-6.189884842,637
27A,Edenmore Avenue Edenmore,53.38676236,-6.188379943,638
27A,Edenmore Park Edenmore,53.38633306,-6.186744496,639
27A,Edenmore Grove Edenmore,53.38670543,-6.183451209,640
27A,Edenmore Green Edenmore,53.38582642,-6.182391061,641
27A,Edenmore Green Edenmore,53.38473182,-6.183114209,642
27A,St Josephs Hospital Edenmore,53.38356612,-6.183885456,643
27A,Lein Park Harmonstown,53.3823625,-6.185710652,644
27A,Ribh Road Harmonstown,53.38016884,-6.188629821,645
27A,McAuley Park Harmonstown,53.38178937,-6.191176825,1796
27A,McAuley Drive Harmonstown,53.38312789,-6.191721384,1797
27A,McAuley Road Artane,53.38438395,-6.19453958,1798
27A,Mask Crescent Artane,53.3830587,-6.19665519,1799
27A,Lady of Mercy Ch Artane,53.38230681,-6.199242503,1800
27A,Brookwood Ave Artane,53.38239703,-6.202245166,1801
27A,Mornington Grove Artane,53.38268145,-6.206217024,1277
27A,Danieli Road Artane,53.38130217,-6.20833445,1219
27A,Killester Avenue Beaumont,53.37876252,-6.212198882,1220
27A,Mayfield Park Donnycarney,53.37681652,-6.216098319,1221
27A,Donnycarney Church Donnycarney,53.37471925,-6.219507604,664
27A,Casino Park Clontarf,53.37246636,-6.222126454,665
27A,Mount Temple School Clontarf,53.37023312,-6.224263339,666
27A,Brian Road Marino,53.36798167,-6.226986811,667
27A,Marino Cr Pk Marino,53.36457498,-6.22939733,668
27A,Fairview Fairview,53.36363805,-6.233493228,614
27A,Nth Strand Fire Stn North Strand,53.35984472,-6.239554837,616
27A,Newcomen Bridge North Strand,53.35610115,-6.24474206,618
27A,Amiens Street Connolly Station,53.35404459,-6.247305269,619
27A,Talbot Street Dublin,53.35096109,-6.252779611,620
27A,Gardiner Street Dublin City,53.35045056,-6.25596996,7569
27B,Harristown St. Margaret's,53.41772265,-6.27864417,324
27B,Collinstown Park Dublin Airport,53.41345693,-6.238830434,1634
27B,Woodland Ind Est Dublin Airport,53.41170495,-6.238872735,1635
27B,Turnapin Lane Santry,53.40825272,-6.237601423,1636
27B,Santry Close Santry,53.40403962,-6.240197167,1637
27B,Morton Stadium Santry,53.40174938,-6.242141513,1638
27B,Coolock Lane Santry,53.39815839,-6.241206855,992
27B,Aulden Grange Kilmore,53.39740935,-6.232485503,7044
27B,Astro Park Kilmore,53.39770257,-6.229225151,993
27B,Dundaniel Road Clonshaugh,53.39716706,-6.224029274,5060
27B,Kilbarron Drive Kilmore,53.39569651,-6.224872482,5061
27B,Castletimon Road Kilmore,53.39548903,-6.227843378,1231
27B,Castletimon Park Kilmore,53.39528546,-6.230483339,1232
27B,Castletimon Drive Kilmore,53.39436203,-6.231243435,1233
27B,Ballyshannon Avenue Kilmore,53.39468789,-6.232613334,1234
27B,Castletimon Park Beaumont Woods,53.39546032,-6.229543864,7358
27B,Kilbarron Road Kilmore,53.39473665,-6.225604143,1235
27B,St Luke's Church Kilmore,53.39345729,-6.22237926,1251
27B,Beaumont Hospital Beaumont,53.38996257,-6.224299171,253
27B,Cromcastle Green Kilmore,53.39307271,-6.22069624,7130
27B,Cromcastle Avenue Kilmore,53.39267866,-6.218983414,1237
27B,Kilmore Avenue Kilmore,53.39156624,-6.214909997,1238
27B,St John of Gods NS Artane,53.38900419,-6.21488202,1239
27B,Ardlea Road Artane,53.38697616,-6.214500715,247
27B,Maryfield Crescent Artane,53.38681841,-6.211169713,1240
27B,Chanel Avenue Artane,53.38587939,-6.209089277,1241
27B,Ardbeg Road Artane,53.38449197,-6.207072885,1242
27B,Mornington Grove Artane,53.38268145,-6.206217024,1277
27B,Danieli Road Artane,53.38130217,-6.20833445,1219
27B,Killester Avenue Beaumont,53.37876252,-6.212198882,1220
27B,Mayfield Park Donnycarney,53.37681652,-6.216098319,1221
27B,Donnycarney Church Donnycarney,53.37471925,-6.219507604,664
27B,Casino Park Clontarf,53.37246636,-6.222126454,665
27B,Mount Temple School Clontarf,53.37023312,-6.224263339,666
27B,Brian Road Marino,53.36798167,-6.226986811,667
27B,Marino Cr Pk Marino,53.36457498,-6.22939733,668
27B,Fairview Fairview,53.36363805,-6.233493228,614
27B,Nth Strand Fire Stn North Strand,53.35984472,-6.239554837,616
27B,Newcomen Bridge North Strand,53.35610115,-6.24474206,618
27B,Amiens Street Connolly Station,53.35404459,-6.247305269,619
27B,Gardiner Street Dublin City,53.35045056,-6.25596996,7569
27B,Eden Quay Dublin,53.34805997,-6.255992434,303
27X,Templeview Avenue Clare Hall,53.40213997,-6.172972611,4595
27X,Temple View Rise Clare Hall,53.4023376,-6.177085079,4596
27X,Clare Hall Clare Hall,53.40166898,-6.180978804,4563
27X,Belcamp Lane Darndale,53.39970591,-6.184280993,1218
27X,Priorswood Road Darndale,53.39818744,-6.190827124,1258
27X,The Link Road Darndale,53.39859042,-6.194885464,1259
27X,Ferrycarrig Green Coolock,53.40017778,-6.198818638,1260
27X,Ferrycarrig Park Coolock,53.40087042,-6.200639322,6130
27X,Moat Avenue Darndale,53.40200423,-6.204907767,1262
27X,Glin Road Darndale,53.40024862,-6.205312611,4692
27X,Glin Avenue Priorswood,53.39799729,-6.20621946,1245
27X,Barryscourt Road Priorswood,53.39747442,-6.208512106,4693
27X,Bunratty Road Coolock,53.39511736,-6.211362945,1254
27X,Adare Park Bonnybrook,53.39435352,-6.208974092,1255
27X,Bunratty Avenue Coolock,53.39363099,-6.206944397,1256
27X,Coolock Drive Coolock,53.39340945,-6.203570467,4694
27X,Coolock Drive Darndale,53.39518101,-6.201240202,1249
27X,Greencastle Road Darndale,53.39508112,-6.199981307,1247
27X,Coolock Ind Estate Darndale,53.39298937,-6.197167499,1248
27X,Coolock Leisureplex Coolock,53.3911092,-6.195277286,1273
27X,St Brendans Church Coolock,53.38893886,-6.197970157,1274
27X,Mask Avenue Artane,53.38558577,-6.202110796,1275
27X,Mask Park Artane,53.38433056,-6.202915382,1276
27X,Mornington Grove Artane,53.38268145,-6.206217024,1277
27X,Danieli Road Artane,53.38130217,-6.20833445,1219
27X,Killester Avenue Beaumont,53.37876252,-6.212198882,1220
27X,Mayfield Park Donnycarney,53.37681652,-6.216098319,1221
27X,Donnycarney Church Donnycarney,53.37471925,-6.219507604,664
27X,Fairview Fairview,53.36363805,-6.233493228,614
27X,Connolly Connolly Station,53.35103961,-6.250162509,1500
27X,Eden Quay Dublin,53.34803807,-6.256338878,302
27X,Hawkins Street Dublin City South,53.34649302,-6.257033066,4495
27X,Pearse Station Pearse Station,53.34288503,-6.249970997,2809
27X,Merrion Sq North Merrion Square,53.34097075,-6.250019201,408
27X,Holles Street Merrion Square,53.34013671,-6.247695641,409
27X,Mount Street Bridge Dublin City South,53.33811712,-6.241771483,411
27X,Lansdowne Road Ballsbridge,53.33157384,-6.23447329,414
27X,RDS Ballsbridge Ballsbridge,53.32863995,-6.229369548,416
27X,Merrion Road Ballsbridge,53.3276996,-6.225970398,417
27X,British Embassy Ballsbridge,53.32571985,-6.223395292,418
27X,Shrewsbury Park Ballsbridge,53.32399514,-6.220449438,419
27X,Merlyn Road Ballsbridge,53.32191083,-6.217503943,420
27X,St Vincent's Hosp Merrion,53.3172967,-6.216090145,2088
27X,RTE Donnybrook,53.31530201,-6.219745556,2089
27X,Belfield Court Donnybrook,53.31232013,-6.221100292,763
27X,UCD Belfield,53.30489661,-6.216937361,4952
32X,UCD Belfield,53.30489661,-6.216937361,4952
32X,UCD Belfield Belfield,53.30941818,-6.218774867,768
32X,RTE Donnybrook,53.31463621,-6.225731767,770
32X,Donnybrook Road Donnybrook,53.31991634,-6.233273326,773
32X,Garda Station Donnybrook,53.32161212,-6.235500055,774
32X,Leeson Street Upr Ranelagh,53.32881078,-6.247634306,906
32X,Fitzwilliam Place Dublin City South,53.3331477,-6.254078391,909
32X,Stephen's Green Nth Stephen's Green,53.3392944,-6.25830243,790
32X,National Gallery Dublin City South,53.34203709,-6.253474855,7585
32X,Science Gallery Dublin City South,53.34445794,-6.251228115,7587
32X,Bus?as Dublin Busaras,53.34949691,-6.252223646,496
32X,Fairview Fairview,53.36328891,-6.235415943,522
32X,Alfie Byrne Road Clontarf,53.36311688,-6.220802894,1741
32X,John the Baptist Ch Clontarf,53.35935103,-6.196860189,1747
32X,Clontarf Bus Garage Dollymount,53.35859035,-6.190551954,1749
32X,Bayside Bayside,53.38616388,-6.137815195,544
32X,Sutton Park Sutton,53.38802023,-6.128352389,546
32X,Willie Nolan Road Baldoyle,53.3987569,-6.127505097,914
32X,Red Arches Rd Portmarnock,53.40154303,-6.130360657,938
32X,Moyne Cottages Portmarnock,53.40655489,-6.134728459,940
32X,Moyne Bridge Portmarnock,53.41007612,-6.136891003,941
32X,St Rita's House Portmarnock,53.415038,-6.138644888,942
32X,Portmarnock Bridge Portmarnock,53.41824782,-6.142175856,943
32X,Portmarnock Portmarnock,53.42164645,-6.136475371,3599
32X,The Dunes Portmarnock,53.4235192,-6.133805319,3600
32X,Blackberry Rise Portmarnock,53.42610177,-6.131118789,3601
32X,Blackberry Lane Portmarnock,53.42838306,-6.128716262,3602
32X,Portmarnock Cr Portmarnock,53.43242932,-6.124805848,3604
32X,Wendell Avenue Portmarnock,53.43427603,-6.123926786,3616
32X,Monks Meadow Portmarnock,53.43869405,-6.123084859,3618
32X,Robswall Crescent Malahide,53.44470427,-6.128059105,3619
32X,Biscayne Malahide,53.44647239,-6.134214233,3620
32X,Muldowney Court Malahide,53.44838218,-6.136795611,3621
32X,Sea Park Malahide,53.44946441,-6.139910072,3622
32X,Mayfair Malahide,53.45065652,-6.143742642,3623
32X,Malahide Village Malahide,53.45086534,-6.152572048,4387
32X,Malahide Station Malahide,53.4504553,-6.15511952,3634
32X,Cricket Club Malahide,53.44963992,-6.160530068,3635
32X,St Sylvesters IS Malahide,53.44942246,-6.162165633,3636
32X,Yellow Walls Road Malahide,53.45156175,-6.170369851,905
32X,Seabury Road Malahide,53.45539993,-6.179209774,4331
32X,Estuary Road Malahide,53.45268722,-6.183451646,4339
32X,The Warren Malahide,53.44957748,-6.183464045,7616
32X,Kileen Park Malahide,53.44833686,-6.179903477,5081
32X,Millview Malahide,53.44719748,-6.176504426,5082
33D,Marsh Lane Portrane,53.50010041,-6.118473579,3732
33D,Beach Lane Portrane,53.49948784,-6.116676755,3733
33D,Burrow Road Portrane,53.49717371,-6.114699172,3734
33D,Healy's Lane Portrane,53.49600104,-6.113861842,3735
33D,Portrane Portrane,53.49352226,-6.110007883,7039
33D,Seaview Portrane,53.49286688,-6.106645818,7204
33D,Portrane Portrane,53.49336982,-6.111732828,3736
33D,Portane Avenue Portrane,53.49316679,-6.114816651,3738
33D,Harneys Lane Portrane,53.49337759,-6.123639622,7170
33D,Rahillion Donabate,53.49284199,-6.12901397,3740
33D,Donabate NS Donabate,53.49248787,-6.136279084,3741
33D,Willowbrook Donabate,53.49137686,-6.139387242,5165
33D,Chapel View Donabate,53.48586796,-6.14889895,3780
33D,Donabate Station Donabate,53.4852685,-6.151197705,3744
33D,Semple Woods Donabate,53.48284052,-6.155191059,7723
33D,Newbridge Demesne Donabate,53.48021776,-6.163471436,3745
33D,Newbridge House Donabate,53.48202384,-6.178114867,3746
33D,Lanestown Lanistown,53.4805505,-6.191769054,7040
33D,Eden Quay Dublin,53.34803807,-6.256338878,302
33D,D'Olier Street Dublin City South,53.34669227,-6.258346396,333
33D,Kildare Street Dublin City South,53.3399308,-6.255723518,747
33D,Huguenot Cemetery Stephen's Green,53.33850958,-6.255030649,748
33X,Northcliffe Heights Skerries,53.58194365,-6.125216124,3815
33X,Mourne Drive Skerries,53.58047153,-6.127637298,3816
33X,Selskar Court Skerries,53.5780675,-6.125070455,3566
33X,Skerries Station Skerries,53.57627922,-6.119939565,3567
33X,Skerries GAA Club Skerries,53.57753436,-6.112317656,7292
33X,Church Street Skerries,53.57980242,-6.110238105,3818
33X,Skerries Skerries,53.57999715,-6.106634845,3819
33X,Strand Street Skerries,53.57787282,-6.105868922,3820
33X,Brookville Lane Skerries,53.57536949,-6.104440462,3822
33X,Skerries RFC Skerries,53.57277153,-6.10158199,3823
33X,Shenick Road Skerries,53.56970959,-6.101205679,3824
33X,Rush Road Skerries,53.56675912,-6.102183424,3565
33X,Hacketstown Cotts Skerries,53.56229355,-6.103410034,3825
33X,Pierstown Lane Skerries,53.55848484,-6.102417987,3826
33X,Thomastown Resevoir Ballykea,53.5539818,-6.101849879,3827
33X,Mine Road Ballykea,53.54990903,-6.101775565,3828
33X,Loughshinny Cross Ballykea,53.54728431,-6.101198841,3829
33X,Carnhill Ballykea,53.54241413,-6.096195878,3831
33X,Rush Athletic FC Rush,53.53914833,-6.092615501,3832
33X,Clifflands Rush,53.53365986,-6.090569019,3833
33X,Palmer Road Rush,53.53094223,-6.091490874,3834
33X,Rush Cricket Club Rush,53.52883545,-6.09126892,3835
33X,Kilbrush Lane Rush,53.5234142,-6.091180818,3836
33X,Rush Main Street Rush,53.52201695,-6.092616159,3837
33X,Community Centre Rush,53.52252611,-6.096364021,3838
33X,Rush Garda Station Rush,53.52281065,-6.100121875,3840
33X,Millbank Court Rush,53.5213742,-6.106460399,3842
33X,Old Road Rush,53.5208015,-6.109457153,3843
33X,Healy's Lane Rush,53.51869926,-6.116352409,3844
33X,Whitestown Cemetery Rush,53.51765384,-6.120168936,3845
33X,Spout Road Rush,53.51819026,-6.127429427,3846
33X,Beau Hill Rush,53.52034757,-6.138374156,3848
33X,Rush & Lusk Stn Rush,53.52098655,-6.141890431,3849
33X,Rogerstown Lane Lusk,53.52159373,-6.146267772,3850
33X,Rosewood Lusk,53.52192909,-6.148183636,3851
33X,Lusk House Lusk,53.52246889,-6.154027265,3852
33X,Orlynn Park Lusk,53.52423489,-6.160722763,3853
33X,Station Road Lusk,53.52534969,-6.16483751,3854
33X,Barrack Lane Lusk,53.52306615,-6.167726544,3855
33X,Racecourse Commons Lusk,53.51861343,-6.169833991,3856
