RouteNumber,Stop,latitude,longitude,StopNumber
37,Ormond Quay Dublin,53.34598803,-6.268633959,1479
37,Bachelors Walk Dublin,53.34702802,-6.261667029,315
37,Nassau Street Trinity College,53.34266339,-6.2563479,404
37,Kildare Street Dublin City South,53.3399308,-6.255723518,747
37,Stephen's Grn E Stephen's Green,53.33700241,-6.256458705,843
37,Leeson Street Lwr Dublin City South,53.33545345,-6.256251693,845
37,Fitzwilliam Place Dublin City South,53.33345375,-6.254110946,846
37,Wilton Terrace Dublin City South,53.33425599,-6.246299962,7340
38,Damastown IBM Damastown Industrial Park,53.42046906,-6.419423183,4745
38,IBM Campus Mulhuddart,53.41910969,-6.417893804,4989
38,Damastown Road Damastown Industrial Park,53.41172608,-6.422981534,4990
38,Damastown Green Mulhuddart,53.41108539,-6.420071921,4991
38,Damastown Ind Park Mulhuddart,53.41067545,-6.417620239,4992
38,Damastown Close Mulhuddart,53.40887923,-6.408255819,1719
38,Lady's Well Road Mulhuddart,53.40702546,-6.39800687,1828
38,Parslickstown Ave Mulhuddart,53.40619879,-6.395345647,1829
38,Castlecurragh Vale Mulhuddart,53.40454589,-6.392068955,4997
38,Castlecurragh Heath Mulhuddart,53.40313544,-6.389444943,4998
38,Warrenstown Green Corduff,53.40093172,-6.385994158,4999
38,Blackcourt Road Corduff,53.39917702,-6.383849906,1833
38,Corduff Park Corduff,53.39942518,-6.378952998,1834
38,Corduff Corduff,53.40001237,-6.375201031,1835
38,Aquatic Centre Corduff,53.39801204,-6.371532882,1836
38,Corduff Crescent Corduff,53.39584107,-6.375134494,1837
38,Waterville Row Blanchardstown,53.3930847,-6.377991124,2338
38,Blanchardstown Vlge Blanchardstown,53.38796113,-6.379283383,1840
38,Church Road Blanchardstown,53.38612143,-6.375519731,1841
38,Scoil Bhride Blanchardstown,53.38420903,-6.371713915,4314
38,Ashleigh Green Castleknock,53.37958849,-6.367711469,1687
38,Oak Lawns Castleknock,53.37620881,-6.36441383,1688
38,Castleknock Castleknock,53.37269827,-6.361407345,1689
38,Auburn Avenue Castleknock,53.37238938,-6.35854865,4899
38,Beechpark Lawn Castleknock,53.37610193,-6.35858627,4900
38,Auburn Green Castleknock,53.37950918,-6.358650667,4746
38,Morgan Place Castleknock,53.37902297,-6.35271688,1845
38,Parkway Station Castleknock,53.37709364,-6.345787205,7166
38,Old Racecourse Ashtown,53.37290206,-6.33392625,1847
38,Ashtown Roundabout Ashtown,53.37154155,-6.329831426,1696
38,Kempton Ashtown,53.37080111,-6.327666215,1697
38,Ashtown Grove Cabra,53.36957728,-6.323716733,1698
38,Baggot Road Ashington,53.36874359,-6.321315044,1699
38,Baggot Road Cabra,53.36770887,-6.317403418,1700
38,Our Lady's Church Cabra,53.36656724,-6.312940382,1701
38,Navan Road Church Cabra,53.36561079,-6.310138117,1702
38,Cabra Garda Station Cabra,53.36473545,-6.307347791,1703
38,Skreen Road Cabra,53.36331757,-6.303076656,1905
38,Rosecourt Cabra,53.36169744,-6.297236007,1804
38,Cabra Road Cabra,53.36156363,-6.294161241,1803
38,Quarry Road Cabra East,53.36130917,-6.289573596,77
38,Annamoe Terrace Cabra East,53.36114918,-6.284065773,78
38,Churchview Home Cabra East,53.36102129,-6.280795475,79
38,Phibsborough PO Phibsborough,53.36086298,-6.276053943,80
38,Phibsborough Phibsborough,53.36079782,-6.271549126,82
38,Mater Hospital Phibsborough,53.35964626,-6.269612499,817
38,O'Connell Avenue Phibsborough,53.35848109,-6.269223913,818
38,Blessington Street Phibsborough,53.35630406,-6.265991975,819
38,Parnell Square East Dublin,53.35312199,-6.261657938,265
38,The Spire of Dublin Dublin City,53.35022442,-6.260185193,6059
38,Nassau Street Trinity College,53.34266339,-6.2563479,404
38,Kildare Street Dublin City South,53.3399308,-6.255723518,747
38,Huguenot Cemetery Stephen's Green,53.33850958,-6.255030649,748
38,Baggot St Lower Dublin City South,53.33762074,-6.250802097,749
38,Fitzwilliam Street Dublin City South,53.33657108,-6.248487539,750
38,Herbert Street Dublin City South,53.33532055,-6.246571691,751
38,Baggot St Upper Dublin City South,53.33367166,-6.244462049,752
38,Waterloo Road Dublin City South,53.3324534,-6.243521016,753
38,Burlington Road Dublin City South,53.33162307,-6.245732314,7370
38,Burlington Road Dublin City South,53.33240793,-6.246540985,7339
39,Delhurst Castaheaney,53.39191959,-6.438223335,7158
39,Barnwell Green Castaheaney,53.39301155,-6.442694097,7048
39,Blackwood Park Ongar Green,53.39497412,-6.44432166,7699
39,Ongar Square Castaheaney,53.39659831,-6.442743617,7159
39,Linnetfields Castaheaney,53.39795855,-6.442287989,7388
39,Phibblestown Road Castaheaney,53.40187632,-6.435347185,7017
39,Castlegrange Row Castaheaney,53.39880684,-6.431564841,7018
39,Ravenwood Road Ongar Park,53.39589933,-6.429175669,7030
39,Manorfields Drive Blanchardstown,53.39405502,-6.431093027,7021
39,Allendale Square Clonsilla,53.38902257,-6.430466214,7163
39,St Joseph's Centre Clonsilla,53.38694044,-6.428648577,1893
39,Clonsilla Train Stn Clonsilla,53.38359074,-6.423405279,1894
39,Clonsilla Station Clonsilla,53.3836698,-6.420546106,1912
39,Clonsilla Road Clonsilla,53.38352598,-6.417154041,1895
39,Lambourn Clonsilla,53.3833556,-6.413793056,1896
39,Castlefield Woods Clonsilla,53.38311195,-6.41034461,1897
39,Shelerin Road Clonsilla,53.38363957,-6.409468047,6088
39,Lohunda Crescent Blanchardstown,53.38759804,-6.409756556,1898
39,Hartstown Road Blanchardstown,53.3908816,-6.410656474,1858
39,Willow Wood Blanchardstown,53.39103579,-6.415492133,1859
39,St Ciaran's Church Blanchardstown,53.39329917,-6.418761103,1860
39,Cherryfield Park Blanchardstown,53.39499838,-6.418126735,4492
39,Hartstown Comm Sch Blanchardstown,53.39674961,-6.416663296,1861
39,Pinebrook Vale Blanchardstown,53.39861603,-6.415075124,1862
39,Huntstown Green Blanchardstown,53.40061533,-6.413346638,1863
39,Sacred Heart Church Blanchardstown,53.40181605,-6.410369276,1864
39,Ashfield Gardens Blanchardstown,53.40104461,-6.406442832,1865
39,Ashfield Park Blanchardstown,53.39989965,-6.402816166,1866
39,Whitestown Park Blanchardstown,53.39774761,-6.399167481,1850
39,Whitestown Blanchardstown,53.39580792,-6.399962077,1867
39,Sheepmoor Grove Blanchardstown,53.39441579,-6.399367587,4489
39,Blanchardstown SC Blanchardstown,53.39433277,-6.391852415,4747
39,Millennium Park Blanchardstown,53.39277256,-6.39881279,1882
39,Mountview Road Blanchardstown,53.38974841,-6.40050502,7379
39,Lohunda Road Blanchardstown,53.38666399,-6.40173311,4903
39,Scoil Oilibheir Blanchardstown,53.38574486,-6.398204712,1883
39,Porters Road Blanchardstown,53.38553498,-6.395957526,1884
39,Orchard Court Blanchardstown,53.38353731,-6.392439756,1902
39,Broadway Road Blanchardstown,53.38524987,-6.387474321,1903
39,Springlawn Blanchardstown,53.38784165,-6.383061614,1904
39,Blanchardstown Vlge Blanchardstown,53.38796113,-6.379283383,1840
39,Church Road Blanchardstown,53.38612143,-6.375519731,1841
39,Old Navan Road Blanchardstown,53.38496788,-6.371339262,1842
39,Connolly Hospital Blanchardstown,53.38398583,-6.365243295,7374
39,Morgan Place Castleknock,53.37902297,-6.35271688,1845
39,Parkway Station Castleknock,53.37709364,-6.345787205,7166
39,Old Racecourse Ashtown,53.37290206,-6.33392625,1847
39,Ashtown Roundabout Ashtown,53.37154155,-6.329831426,1696
39,Kempton Ashtown,53.37080111,-6.327666215,1697
39,Ashtown Grove Cabra,53.36957728,-6.323716733,1698
39,Baggot Road Ashington,53.36874359,-6.321315044,1699
39,Baggot Road Cabra,53.36770887,-6.317403418,1700
39,Our Lady's Church Cabra,53.36656724,-6.312940382,1701
39,Navan Road Church Cabra,53.36561079,-6.310138117,1702
39,Cabra Garda Station Cabra,53.36473545,-6.307347791,1703
39,Skreen Road Cabra,53.36331757,-6.303076656,1905
39,Old Cabra Road Cabra,53.36120079,-6.297075471,1906
39,Glenbeigh Road Cabra,53.35990497,-6.293821744,1907
39,Cabra Drive Cabra East,53.35869083,-6.291256059,1908
39,Prussia Street Arbour Hill,53.35696029,-6.288410672,1909
39,Manor Street Arbour Hill,53.35190783,-6.283325467,1713
39,Stoneybatter Arbour Hill,53.35063782,-6.281889356,1714
39,Blackhall Place Smithfield,53.34771198,-6.282187308,1715
39,Arran Quay Smithfield,53.34633587,-6.278382568,7453
39,Four Courts Smithfield,53.34560803,-6.272808925,1478
39,Ormond Quay Dublin,53.34598803,-6.268633959,1479
39,Bachelors Walk Dublin,53.34702802,-6.261667029,315
39,D'Olier Street Dublin City South,53.34636145,-6.25784924,335
39,Nassau Street Trinity College,53.34266339,-6.2563479,404
39,Kildare Street Dublin City South,53.3399308,-6.255723518,747
39,Huguenot Cemetery Stephen's Green,53.33850958,-6.255030649,748
39,Baggot St Lower Dublin City South,53.33762074,-6.250802097,749
39,Fitzwilliam Street Dublin City South,53.33657108,-6.248487539,750
39,Herbert Street Dublin City South,53.33532055,-6.246571691,751
39,Baggot St Upper Dublin City South,53.33367166,-6.244462049,752
39,Waterloo Road Dublin City South,53.3324534,-6.243521016,753
39,Burlington Road Dublin City South,53.33240793,-6.246540985,7339
40,Embassy of Malta Dublin City South,53.33518204,-6.256098003,786
40,Stephen's Green Nth Stephen's Green,53.33887965,-6.256982795,791
40,Dawson Street Dublin City South,53.340449,-6.258585838,792
40,Westmoreland Street Dublin City South,53.34627445,-6.259279547,319
40,O'Connell St Upper Dublin City,53.35013171,-6.260609507,279
40,Parnell Square West Rotunda,53.35284092,-6.26457021,7
40,St Joseph's Parade Phibsborough,53.35681521,-6.264679205,11
40,Dorset Street Lower Phibsborough,53.35853124,-6.262776563,14
40,Innisfallen Parade Ballybough,53.36026673,-6.260978021,15
40,Binns Bridge Drumcondra,53.36197546,-6.260427661,834
40,St Brigid's Rd Lwr Drumcondra,53.36262802,-6.263271014,835
40,Claude Road Drumcondra,53.36329155,-6.26624912,836
40,David Road Drumcondra,53.36377837,-6.268212782,837
40,Finglas Road Glasnevin,53.3667778,-6.27237389,1506
40,St Vincent's School Glasnevin,53.36839049,-6.274502702,1507
40,Glasnevin Cemetery Glasnevin,53.36991092,-6.278333511,1508
40,Slaney Road Finglas South,53.37292586,-6.284223734,1509
40,Ballyboggan Road Glasnevin,53.37690692,-6.287310272,1510
40,Tolka Vale Finglas South,53.37823454,-6.287752977,1511
40,Tolka Valley Road Finglas South,53.37972089,-6.289241638,1592
40,Tolka Valley Park Finglas South,53.37891482,-6.294459712,1593
40,St Helena's Road Finglas South,53.38071318,-6.297664777,1594
40,St Malachy's NS Finglas South,53.38304113,-6.300819097,1596
40,Berryfield Road Finglas South,53.38171224,-6.303442509,4363
40,Valeview Drive Finglas South,53.38024221,-6.305620455,1598
40,Valeview Gardens Finglas South,53.3804552,-6.309234725,1597
40,Cardiffsbridge Road Finglas South,53.38089973,-6.31079537,1599
40,Wellmount Drive Finglas South,53.3840242,-6.312460705,1573
40,Cardiffsbridge SC Finglas,53.38559402,-6.312879646,1574
40,Col?ste ?e Finglas,53.38706612,-6.312746242,1575
40,Finglas West Church Finglas,53.38852912,-6.31259815,4583
40,Kildonan Road Finglas,53.39060043,-6.311614189,1518
40,Kildonan Park Finglas,53.39244486,-6.31175158,1519
40,Barry Road Finglas,53.39392025,-6.31184358,1520
40,Barry Avenue Finglas,53.3954074,-6.310867397,7661
40,Plunkett Green Finglas,53.39722126,-6.31075043,1521
40,Plunkett Avenue Finglas,53.39845278,-6.307588802,4546
40,Plunkett Road Finglas,53.39734113,-6.306520176,1559
40,Finglas Finglas,53.39021992,-6.299375324,987
40,McKee Avenue Finglas,53.39267183,-6.300510653,4937
40,McKee Avenue Finglas,53.39524117,-6.301686403,1547
40,McKee Avenue North Finglas,53.39611016,-6.302749469,1548
40,McKelvey Avenue Finglas,53.4001963,-6.30314324,1280
40,Lanesborough Park Charlestown (Dublin),53.40350245,-6.302410079,6348
41,Berwick Walk Knocksedan,53.45966356,-6.250397165,4843
41,Ormond Avenue Knocksedan,53.45996399,-6.245143799,4905
41,St Cronan's Avenue Knocksedan,53.46065352,-6.241305155,4906
41,St Cronan's Lawn Knocksedan,53.46253858,-6.239916932,4907
41,Ardcian Park Knocksedan,53.46394368,-6.239512306,4908
41,Cianlea Knocksedan,53.46571903,-6.239830533,4909
41,Pine Grove Park Broadmeadow,53.46460158,-6.234755699,3884
41,Rathbeale Crescent Broadmeadow,53.46191839,-6.230183142,3686
41,Brackenstown Ave Commons West (Dublin),53.46107521,-6.227266305,5077
41,Watery Lane Commons West (Dublin),53.4598534,-6.223672618,5078
41,Fingal Co Co Swords,53.45893596,-6.2200063,3689
41,Swords Main Street Swords,53.45695645,-6.221067863,3690
41,Swords Pavilions SC Swords,53.45438032,-6.215875111,6117
41,Swords Pavilions Swords,53.45301901,-6.21560099,5079
41,Pinnock Hill Airside,53.44899632,-6.226730611,3694
41,Airside Swords,53.44705603,-6.228015852,3695
41,N1 Business Park Rathingle,53.44318195,-6.227996415,3696
41,Equestrian Centre Drinan,53.44068576,-6.227558418,3697
41,Kettles Lane Drinan,53.43681812,-6.227373137,3698
41,Stockhole Lane Nevinstown (Dublin),53.43505502,-6.227883112,3699
41,Airport Parking Dublin Airport,53.42596854,-6.229118909,3885
41,Corballis Park Dublin Airport,53.42459793,-6.234893884,3663
41,Dublin Airport T1 Dublin Airport,53.42801966,-6.24202077,7347
41,Maldron Hotel Dublin Airport,53.42846557,-6.235079821,3669
41,Radisson Hotel Dublin Airport,53.42527835,-6.23471533,7349
41,ALSAA Sports Club Dublin Airport,53.42240563,-6.23069647,1631
41,Toberbunny Lodge Dublin Airport,53.42050016,-6.233122713,1632
41,Swords Road Dublin Airport,53.41964188,-6.234647872,5053
41,Dardistown Cemetery Dublin Airport,53.41813289,-6.237147666,1633
41,Collinstown Park Dublin Airport,53.41345693,-6.238830434,1634
41,Woodland Ind Est Dublin Airport,53.41170495,-6.238872735,1635
41,Turnapin Lane Santry,53.40825272,-6.237601423,1636
41,Santry Close Santry,53.40403962,-6.240197167,1637
41,Morton Stadium Santry,53.40174938,-6.242141513,1638
41,Schoolhouse Lane Santry,53.3965094,-6.245199659,1639
41,Omni Park SC Santry,53.3923505,-6.24598724,1640
41,Shanvarna Road Est Santry,53.38924011,-6.245949716,231
41,Ellenfield Park Whitehall,53.38652728,-6.242393018,1641
41,Whitehall Church Whitehall,53.38394786,-6.243626722,1642
41,Iveragh Road Whitehall,53.38144959,-6.24487197,213
41,Highfield Hospital Whitehall,53.37940852,-6.246654569,214
41,Griffith Downs Whitehall,53.37720747,-6.248563686,4432
41,The Village Drumcondra,53.37519048,-6.250765725,119
41,Skylon Hotel Drumcondra,53.37301738,-6.252132264,44
41,St Patrick's Col Drumcondra,53.37157674,-6.25318323,7603
41,DCU St Patrick's Drumcondra,53.36993645,-6.254107004,45
41,Botanic Avenue Drumcondra,53.36713104,-6.255258546,46
41,Drumcondra Rail Stn Drumcondra,53.36391615,-6.257298213,47
41,Fitzroy Avenue Drumcondra,53.36225741,-6.258808385,48
41,Dorset Street Lower Ballybough,53.36000421,-6.26085346,49
41,Temple Street Ballybough,53.35781043,-6.263271581,51
41,Dorset Street Upper Phibsborough,53.35666081,-6.264565263,52
41,O'Connell St Upper Dublin,53.35082235,-6.260506261,277
41,Irish Life Dublin City,53.34916885,-6.255601757,288
42,Wendell Avenue Portmarnock,53.43396805,-6.124918746,3605
42,Kelvin Close Portmarnock,53.4349292,-6.13003903,3606
42,Redfern Avenue Portmarnock,53.434901,-6.136286662,3607
42,PSLC Portmarnock,53.43475691,-6.137993854,6051
42,Malahide Golf Club Portmarnock,53.43411908,-6.143214348,6053
42,Blackwood Lane Portmarnock,53.43400824,-6.15054905,7327
42,The Hill Malahide Malahide,53.43551465,-6.153223031,3629
42,Community School Malahide,53.43771797,-6.152097053,3630
42,Seamount Road Malahide,53.44196615,-6.151347566,3631
42,Hill Drive Malahide,53.44441985,-6.152505594,3632
42,Church Street Malahide,53.44839489,-6.15323648,3633
42,Malahide Station Malahide,53.4504553,-6.15511952,3634
42,Cricket Club Malahide,53.44963992,-6.160530068,3635
42,St Sylvesters IS Malahide,53.44942246,-6.162165633,3636
42,Yellow Walls Road Malahide,53.45156175,-6.170369851,905
42,Seabury Road Malahide,53.45539993,-6.179209774,4331
42,Estuary Road Malahide,53.45268722,-6.183451646,4339
42,The Warren Malahide,53.44957748,-6.183464045,7616
42,Kileen Park Malahide,53.44833686,-6.179903477,5081
42,Millview Malahide,53.44719748,-6.176504426,5082
42,Malahide Castle Malahide,53.44541078,-6.173103219,3639
42,Malahide Demense Malahide,53.44301207,-6.173763137,3644
42,Auburn House Malahide,53.44053428,-6.176308155,3645
42,Streamstown Lane Malahide,53.4391158,-6.177001121,3646
42,Myra Manor Malahide,53.43271258,-6.17676339,3647
42,Copperbush Kinsaley,53.42913394,-6.177849694,3661
42,Chapel Road Kinsaley,53.42607655,-6.17658098,3573
42,Baskin Lane Kinsaley,53.42323243,-6.176326597,3662
42,Kinsealy School Kinsaley,53.42056035,-6.176741813,1212
42,Posey Row Kinsaley,53.41750123,-6.177715276,1213
42,St Doolagh's Park Kinsaley,53.41531328,-6.178049602,1214
42,St Doulagh's Church Kinsaley,53.41339441,-6.178943878,1215
42,Fingal Cemetery Kinsaley,53.41032508,-6.178653879,1216
42,Balgriffin Cottages Balgriffin,53.40820207,-6.177947343,1217
42,Clare Hall Clare Hall,53.40166898,-6.180978804,4563
42,Belcamp Lane Darndale,53.39970591,-6.184280993,1218
42,Malahide Road Darndale,53.39649702,-6.187229561,1270
42,Newtown Cottages Edenmore,53.39288241,-6.191879205,1272
42,Coolock Leisureplex Coolock,53.3911092,-6.195277286,1273
42,St Brendans Church Coolock,53.38893886,-6.197970157,1274
42,Mask Avenue Artane,53.38558577,-6.202110796,1275
42,Mask Park Artane,53.38433056,-6.202915382,1276
42,Mornington Grove Artane,53.38268145,-6.206217024,1277
42,Danieli Road Artane,53.38130217,-6.20833445,1219
42,Killester Avenue Beaumont,53.37876252,-6.212198882,1220
42,Mayfield Park Donnycarney,53.37681652,-6.216098319,1221
42,Donnycarney Church Donnycarney,53.37471925,-6.219507604,664
42,Casino Park Clontarf,53.37246636,-6.222126454,665
42,Mount Temple School Clontarf,53.37023312,-6.224263339,666
42,Brian Road Marino,53.36798167,-6.226986811,667
42,Marino Cr Pk Marino,53.36457498,-6.22939733,668
42,Fairview Fairview,53.36363805,-6.233493228,614
42,Nth Strand Fire Stn North Strand,53.35984472,-6.239554837,616
42,Newcomen Bridge North Strand,53.35610115,-6.24474206,618
42,Amiens Street Connolly Station,53.35404459,-6.247305269,619
42,Talbot Street Dublin,53.35085989,-6.253850216,1184
43,Swords Park Swords,53.46078765,-6.209793166,5044
43,Seatown Villas Swords,53.46165217,-6.213506843,4433
43,Seatown Villas Swords,53.46241348,-6.218143769,3752
43,Carnegie Court Swords,53.460893,-6.2186443,3751
43,Fingal Co Co Swords,53.45893596,-6.2200063,3689
43,Swords Main Street Swords,53.45695645,-6.221067863,3690
43,Swords Pavilions SC Swords,53.45438032,-6.215875111,6117
43,Drynam Road Swords,53.45288216,-6.213061875,3655
43,Milesian Court Swords,53.45048623,-6.204926377,5086
43,Feltrim Business Pk Swords,53.448528,-6.204421947,3656
43,Dineen School Drinan,53.44618215,-6.200229941,3657
43,Mount Drinan Drinan,53.44475241,-6.197204222,3658
43,Kettles Lane Feltrim,53.44054539,-6.193001779,7329
43,Roadstone Retail Feltrim,53.4386456,-6.191005129,3659
43,Streamstown Feltrim,53.43548711,-6.184245673,3660
43,Myra Manor Malahide,53.43271258,-6.17676339,3647
43,Copperbush Kinsaley,53.42913394,-6.177849694,3661
43,Chapel Road Kinsaley,53.42607655,-6.17658098,3573
43,Baskin Lane Kinsaley,53.42323243,-6.176326597,3662
43,Kinsealy School Kinsaley,53.42056035,-6.176741813,1212
43,Posey Row Kinsaley,53.41750123,-6.177715276,1213
43,St Doolagh's Park Kinsaley,53.41531328,-6.178049602,1214
43,St Doulagh's Church Kinsaley,53.41339441,-6.178943878,1215
43,Fingal Cemetery Kinsaley,53.41032508,-6.178653879,1216
43,Balgriffin Cottages Balgriffin,53.40820207,-6.177947343,1217
43,Clare Hall Clare Hall,53.40166898,-6.180978804,4563
43,Belcamp Lane Darndale,53.39970591,-6.184280993,1218
43,Malahide Road Darndale,53.39649702,-6.187229561,1270
43,Newtown Cottages Edenmore,53.39288241,-6.191879205,1272
43,Coolock Leisureplex Coolock,53.3911092,-6.195277286,1273
43,St Brendans Church Coolock,53.38893886,-6.197970157,1274
43,Mask Avenue Artane,53.38558577,-6.202110796,1275
43,Mask Park Artane,53.38433056,-6.202915382,1276
43,Mornington Grove Artane,53.38268145,-6.206217024,1277
43,Danieli Road Artane,53.38130217,-6.20833445,1219
43,Killester Avenue Beaumont,53.37876252,-6.212198882,1220
43,Mayfield Park Donnycarney,53.37681652,-6.216098319,1221
43,Donnycarney Church Donnycarney,53.37471925,-6.219507604,664
43,Casino Park Clontarf,53.37246636,-6.222126454,665
43,Mount Temple School Clontarf,53.37023312,-6.224263339,666
43,Brian Road Marino,53.36798167,-6.226986811,667
43,Marino Cr Pk Marino,53.36457498,-6.22939733,668
43,Fairview Fairview,53.36363805,-6.233493228,614
43,Nth Strand Fire Stn North Strand,53.35984472,-6.239554837,616
43,Newcomen Bridge North Strand,53.35610115,-6.24474206,618
43,Amiens Street Connolly Station,53.35404459,-6.247305269,619
43,Talbot Street Dublin,53.35085989,-6.253850216,1184
44,Enniskerry Village Enniskerry,53.19419768,-6.170183776,7823
44,Enniskerry Village The Square (Wicklow),53.19255843,-6.171136651,7824
44,Enniskerry Road Enniskerry,53.19288861,-6.17273888,4114
44,St. Mary's Church Enniskerry,53.19382549,-6.174046039,4115
44,Environmental Ctr Enniskerry,53.19899076,-6.173841442,4116
44,Ashridge Green Enniskerry,53.20057259,-6.176768073,4117
44,Monastery House Enniskerry,53.20371858,-6.17618531,4118
44,Bramble Hill Enniskerry,53.21038533,-6.175423055,4119
44,Killegar House Enniskerry,53.21319814,-6.176561266,4120
44,The Scalp Wood Scalp (Dublin),53.22020604,-6.181654889,4121
44,Ski Club of Ireland D? Laoghaire-Rathdown,53.22338996,-6.181789634,4122
44,Grange Growers D? Laoghaire-Rathdown,53.22886412,-6.185931595,4123
44,Kilternan Village Kiltiernan,53.23579738,-6.193833223,3283
44,Golden Ball Kiltiernan,53.2392794,-6.196443399,3284
44,Kilternan NS Kiltiernan,53.24254378,-6.198928247,3310
44,Kilternan Church Kiltiernan,53.2438807,-6.199366535,3481
44,Palmerston FC Stepaside,53.24614252,-6.200934956,3482
44,Cairnfort Stepaside,53.24961226,-6.207518141,3483
44,Stepaside Lane Stepaside,53.25271885,-6.213877659,3484
44,Kilgobbin Heights Stepaside,53.25522254,-6.215407103,3485
44,Castle Lodge Stepaside,53.25932249,-6.211893736,3486
44,Ballyogan Road Stepaside,53.26224007,-6.211652052,3487
44,Sandyford Hall Stepaside,53.26394815,-6.212869995,3488
44,Kilgobbin Heights Stepaside,53.26622538,-6.216687883,3489
44,Bearna Park Sandyford,53.2690957,-6.223510182,3492
44,St Mary's Church Sandyford,53.27048818,-6.225881463,2835
44,Greenlands Sandyford,53.27351904,-6.229024711,7176
44,Central Bank Sandyford,53.27542438,-6.229620717,2836
44,Clonard Road Sandyford,53.27736365,-6.230680195,2837
44,Ballawley Park Ballinteer,53.27975687,-6.232051024,2838
44,Balally Road Ballinteer,53.28286967,-6.234067215,2839
44,Balally Drive Ballinteer,53.28433402,-6.237051542,2840
44,Dundrum Centre Dundrum,53.28718357,-6.240114006,2841
44,Holy Cross Church Dundrum,53.28970408,-6.244030416,2865
44,Main Street Dundrum,53.29151804,-6.245741045,2866
44,Rosemount Estate Windy Arbour,53.2953536,-6.246199074,2892
44,Frankfort Windy Arbour,53.29760706,-6.246631803,2893
44,Dundrum Hospital Windy Arbour,53.30093175,-6.245955474,2894
44,Dundrum Business Pk Windy Arbour,53.30304309,-6.245283614,2895
44,Millmount Terrace Windy Arbour,53.3059934,-6.246048012,2896
44,Luke's Crescent Windy Arbour,53.30819515,-6.246633046,2897
44,Alexandra College Milltown,53.31116576,-6.248162196,2898
44,Glenmalure Square Milltown,53.31455389,-6.246297339,3562
44,Garrynure Milltown,53.31637,-6.24511223,2899
44,Norwood Park Milltown,53.31999696,-6.244212847,884
44,Hollybank Ave Lower Milltown,53.32125894,-6.24629264,885
44,Merton Drive Ranelagh,53.32259738,-6.248684587,886
44,Ranelagh Ranelagh,53.32420772,-6.252461853,887
44,Ranelagh Luas Ranelagh,53.32593648,-6.255739038,2900
44,Ranelagh Road Ranelagh,53.32734311,-6.258504172,2901
44,Northbrook Road Ranelagh,53.32888747,-6.259011764,2902
44,Charlemont Street Dublin City South,53.33133702,-6.261620049,2903
44,Harcourt Luas Kelly's Corner,53.33400103,-6.261741945,1074
44,Earlsfort Terrace Dublin City South,53.335886,-6.257540001,6074
44,Dawson Street Dublin City South,53.3408598,-6.258403863,793
44,Pearse Station Pearse Station,53.34359133,-6.249746779,495
44,Shaw Street Trinity College,53.34484903,-6.253389959,400
44,Westmoreland Street Dublin City South,53.34627445,-6.259279547,319
44,O'Connell St Upper Dublin,53.35156088,-6.261227292,278
44,Parnell Square West Rotunda,53.35339214,-6.265389106,10
44,Upper Dorset Street Phibsborough,53.35710756,-6.264381812,12
44,Dorset Street Lower Phibsborough,53.35853124,-6.262776563,14
44,Innisfallen Parade Ballybough,53.36026673,-6.260978021,15
44,Drumcondra Rail Stn Drumcondra,53.36307835,-6.258399329,17
44,Dargle Road Drumcondra,53.36585593,-6.255956802,18
44,Botanic Avenue Drumcondra,53.36723492,-6.255600005,19
44,DCU St Patrick's Drumcondra,53.37010124,-6.254310557,21
44,DCU St Patrick's Drumcondra,53.37155352,-6.253439576,7602
44,Wellpark Avenue Drumcondra,53.37395795,-6.2519135,85
44,Whitehall College Whitehall,53.37639279,-6.250010004,203
44,Highfield Hospital Whitehall,53.37958835,-6.246662216,204
44,Iveragh Road Whitehall,53.38137535,-6.245326093,205
44,Collins Avenue West Whitehall,53.38354613,-6.247476642,206
44,Larkhill Road Whitehall,53.38482168,-6.249874803,207
44,Glendun Road Whitehall,53.38665394,-6.247950476,208
44,Larkhill Road Whitehall,53.38727108,-6.245910376,209
44,Crestfield Road Whitehall,53.38759411,-6.248317734,210
44,St Aidan's School Whitehall,53.38480226,-6.251003062,1643
44,DCU Helix Whitehall,53.38677565,-6.258724982,7571
47,Belarmine Stepaside,53.26128391,-6.220431233,5013
47,Littlewood Stepaside,53.2588998,-6.220890048,5014
47,Enniskerry Road Stepaside,53.25563132,-6.21930198,7291
47,Kilgobbin Heights Stepaside,53.25522254,-6.215407103,3485
47,Castle Lodge Stepaside,53.25932249,-6.211893736,3486
47,Ballyogan Road Stepaside,53.26224007,-6.211652052,3487
47,Glencairn Luas Stepaside,53.26566137,-6.210834637,7415
47,Mount Eagle Park Stepaside,53.26897769,-6.211415821,7416
47,Clayton Hotel Foxrock,53.27193329,-6.20652434,7325
47,Burton Hall Road Sandyford,53.27365687,-6.203393209,4984
47,Arena Road Sandyford,53.27483875,-6.206672663,448
47,Carmanhall Road Sandyford,53.27673388,-6.207777935,3181
47,Blackthorn Drive Sandyford,53.27830614,-6.207727144,451
47,Stillorgan Luas Kilmacud,53.28021816,-6.210556563,447
47,St Raphaela's Road Kilmacud,53.28357698,-6.209171244,5045
47,Whately Place Kilmacud,53.2872825,-6.208131401,4460
47,Kilmacud Park Kilmacud,53.28858632,-6.207566728,453
47,Kilmacud Road Lower Stillorgan,53.28897256,-6.20516564,4477
